pubchem_id,common_name,iupac_name,smile,inchi,has_sweet
18972208,CID 18972208,"2-[3,4-dihydroxy-5-(hydroxymethyl)-2-[hydroxy(oxiran-2-yl)methyl]oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(O1)C(C2(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)O,"InChI=1S/C14H24O12/c15-1-4-7(17)9(19)10(20)13(24-4)26-14(11(21)6-3-23-6)12(22)8(18)5(2-16)25-14/h4-13,15-22H,1-3H2",1
18974248,CID 18974248,"2-ethoxy-6-(hydroxymethyl)oxane-3,4-diol",CCOC1C(C(CC(O1)CO)O)O,"InChI=1S/C8H16O5/c1-2-12-8-7(11)6(10)3-5(4-9)13-8/h5-11H,2-4H2,1H3",1
18974249,CID 18974249,"2-ethoxy-6-(hydroxymethyl)oxane-3,5-diol",CCOC1C(CC(C(O1)CO)O)O,"InChI=1S/C8H16O5/c1-2-12-8-6(11)3-5(10)7(4-9)13-8/h5-11H,2-4H2,1H3",1
18974250,CID 18974250,[5-hydroxy-6-(hydroxymethyl)-2-oxidooxan-3-yl]oxysilicon,C1C(C(OC(C1O[Si])[O-])CO)O,"InChI=1S/C6H10O5Si/c7-2-5-3(8)1-4(11-12)6(9)10-5/h3-8H,1-2H2/q-1",1
18974251,CID 18974251,"[2,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxysilicon",C1C(C(OC(C1O[Si])O)CO)O,"InChI=1S/C6H11O5Si/c7-2-5-3(8)1-4(11-12)6(9)10-5/h3-9H,1-2H2",1
18980652,CID 18980652,"6-(trifluoromethyl)oxane-2,4,5-triol",C1C(C(C(OC1O)C(F)(F)F)O)O,"InChI=1S/C6H9F3O4/c7-6(8,9)5-4(12)2(10)1-3(11)13-5/h2-5,10-12H,1H2",1
18983148,CID 18983148,"1,1-dioxo-1,2-benzothiazol-3-olate;hydroxysilicon",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O[Si],"InChI=1S/C7H5NO3S.HOSi/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;1-2/h1-4H,(H,8,9);1H/p-1",1
18985125,CID 18985125,"2-[2-(ethenoxymethyl)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C=COCC1(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,"InChI=1S/C14H24O11/c1-2-22-5-14(12(21)9(18)7(4-16)24-14)25-13-11(20)10(19)8(17)6(3-15)23-13/h2,6-13,15-21H,1,3-5H2",1
18985882,CID 18985882,methyl 6-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-4-methylpentanoyl]amino]hexanoate,CC(C)CC(C(=O)NC(CCCCN)C(=O)OC)NC(=O)C(CC1=CC=CC=C1)N,"InChI=1S/C22H36N4O4/c1-15(2)13-19(21(28)25-18(22(29)30-3)11-7-8-12-23)26-20(27)17(24)14-16-9-5-4-6-10-16/h4-6,9-10,15,17-19H,7-8,11-14,23-24H2,1-3H3,(H,25,28)(H,26,27)",1
18988210,CID 18988210,"3,4-bis(butylperoxy)-5-hydroxy-6-(hydroxymethyl)oxan-2-olate",CCCCOOC1C(C(OC(C1OOCCCC)[O-])CO)O,"InChI=1S/C14H27O8/c1-3-5-7-18-21-12-11(16)10(9-15)20-14(17)13(12)22-19-8-6-4-2/h10-16H,3-9H2,1-2H3/q-1",1
18988211,CID 18988211,"3,4-bis(butylperoxy)-6-(hydroxymethyl)oxane-2,5-diol",CCCCOOC1C(C(OC(C1OOCCCC)O)CO)O,"InChI=1S/C14H28O8/c1-3-5-7-18-21-12-11(16)10(9-15)20-14(17)13(12)22-19-8-6-4-2/h10-17H,3-9H2,1-2H3",1
18988266,CID 18988266,"4-butoxy-5-(1,2-dihydroxyethyl)oxolane-2,3-diol",CCCCOC1C(C(OC1C(CO)O)O)O,"InChI=1S/C10H20O6/c1-2-3-4-15-9-7(13)10(14)16-8(9)6(12)5-11/h6-14H,2-5H2,1H3",1
18990784,CID 18990784,"6-(1-hydroxyethyl)oxane-2,3,4,5-tetrol",CC(C1C(C(C(C(O1)O)O)O)O)O,"InChI=1S/C7H14O6/c1-2(8)6-4(10)3(9)5(11)7(12)13-6/h2-12H,1H3",1
18994553,CID 18994553,"1,1-dioxo-1,2-benzothiazol-3-olate;nickel(2+)",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Ni+2],"InChI=1S/C7H5NO3S.Ni/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;/h1-4H,(H,8,9);/q;+2/p-1",1
18999282,SCHEMBL2837050,"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hypochlorite",C(C1C(C(C(C(O1)OCl)O)O)O)O,"InChI=1S/C6H11ClO6/c7-13-6-5(11)4(10)3(9)2(1-8)12-6/h2-6,8-11H,1H2",1
18999286,CID 18999286,"butyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] carbonate",CCCCOC(=O)OC1C(C(C(C(O1)CO)O)O)O,"InChI=1S/C11H20O8/c1-2-3-4-17-11(16)19-10-9(15)8(14)7(13)6(5-12)18-10/h6-10,12-15H,2-5H2,1H3",1
18999287,CID 18999287,"2-(hydroxymethyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]peroxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OOC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"InChI=1S/C12H22O12/c13-1-3-5(15)7(17)9(19)11(21-3)23-24-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2",1
19001072,SCHEMBL9516223,3-amino-4-[(1-carboxy-2-phenylethyl)-formylamino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)N(C=O)C(=O)C(CC(=O)O)N,"InChI=1S/C14H16N2O6/c15-10(7-12(18)19)13(20)16(8-17)11(14(21)22)6-9-4-2-1-3-5-9/h1-5,8,10-11H,6-7,15H2,(H,18,19)(H,21,22)",1
19003895,CID 19003895,"[4-hydroxy-2,5-bis(hydroxymethyl)-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-3-yl] hydrogen sulfate",C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)OS(=O)(=O)O)CO)O)O)O)O,"InChI=1S/C12H22O14S/c13-1-4-6(16)8(18)9(19)11(23-4)25-12(3-15)10(26-27(20,21)22)7(17)5(2-14)24-12/h4-11,13-19H,1-3H2,(H,20,21,22)",1
19009567,CID 19009567,methyl 2-[[2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoate,CC(C)CC(C(=O)OC)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CN,"InChI=1S/C20H30N4O5/c1-13(2)9-16(20(28)29-3)24-19(27)15(10-14-7-5-4-6-8-14)23-18(26)12-22-17(25)11-21/h4-8,13,15-16H,9-12,21H2,1-3H3,(H,22,25)(H,23,26)(H,24,27)",1
19010281,CID 19010281,"2,3,4,5,6-pentahydroxyhexanal;1,3,4,5,6-pentahydroxyhexan-2-one",C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O,"InChI=1S/4C6H12O6/c4*7-1-3(9)5(11)6(12)4(10)2-8/h2*3,5-9,11-12H,1-2H2;2*1,3-6,8-12H,2H2",1
19011297,CID 19011297,"7-methyl-1,1-dioxo-1,2-benzothiazol-3-olate",CC1=CC=CC2=C1S(=O)(=O)N=C2[O-],"InChI=1S/C8H7NO3S/c1-5-3-2-4-6-7(5)13(11,12)9-8(6)10/h2-4H,1H3,(H,9,10)/p-1",1
19011298,SCHEMBL3259642,"7-methyl-1,1-dioxo-1,2-benzothiazol-3-one",CC1=CC=CC2=C1S(=O)(=O)NC2=O,"InChI=1S/C8H7NO3S/c1-5-3-2-4-6-7(5)13(11,12)9-8(6)10/h2-4H,1H3,(H,9,10)",1
19012529,CID 19012529,6-aminooxy-2-(hydroxymethyl)oxan-3-ol,C1CC(OC(C1O)CO)ON,"InChI=1S/C6H13NO4/c7-11-6-2-1-4(9)5(3-8)10-6/h4-6,8-9H,1-3,7H2",1
19018346,CID 19018346,"2-[3,4-dihydroxy-2-(2-hydroxyethoxymethyl)-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(COCC1(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)O,"InChI=1S/C14H26O12/c15-1-2-23-5-14(12(22)9(19)7(4-17)25-14)26-13-11(21)10(20)8(18)6(3-16)24-13/h6-13,15-22H,1-5H2",1
19021974,CID 19021974,"5-[6-(azidooxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol",C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)CON=[N+]=[N-])O)O)O)O,"InChI=1S/C12H21N3O11/c13-14-15-23-2-4-5(17)6(18)9(21)12(25-4)26-10-3(1-16)24-11(22)8(20)7(10)19/h3-12,16-22H,1-2H2",1
19023113,SCHEMBL9407350,"butane-1,2,4-triol;pentane-1,2,5-triol;propane-1,2,3-triol",C(CC(CO)O)CO.C(CO)C(CO)O.C(C(CO)O)O,"InChI=1S/C5H12O3.C4H10O3.C3H8O3/c6-3-1-2-5(8)4-7;5-2-1-4(7)3-6;4-1-3(6)2-5/h5-8H,1-4H2;4-7H,1-3H2;3-6H,1-2H2",1
19023902,CID 19023902,"butane;2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",CCCC.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11.C4H10/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17;1-3-4-2/h3-20H,1-2H2;3-4H2,1-2H3",1
19023903,4-O-  -Galactopyranosyl-D-mannopyranose,"2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol;methane",C.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11.CH4/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17;/h3-20H,1-2H2;1H4",1
19025158,SCHEMBL8964398,"3,4,5-triethoxyoxane-2,6-diol",CCOC1C(C(OC(C1OCC)O)O)OCC,"InChI=1S/C11H22O6/c1-4-14-7-8(15-5-2)10(12)17-11(13)9(7)16-6-3/h7-13H,4-6H2,1-3H3",1
19028684,CID 19028684,"pentane-1,2,3,4,5-pentol;bromide",C(C(C(C(CO)O)O)O)O.[Br-],"InChI=1S/C5H12O5.BrH/c6-1-3(8)5(10)4(9)2-7;/h3-10H,1-2H2;1H/p-1",1
19030320,CID 19030320,"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol;6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)O)O)O)O)O.C(C1C(C(C(O1)(CO)O)O)O)O,"InChI=1S/2C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3;7-1-2-3(8)4(9)5(10)6(11)12-2/h3-5,7-11H,1-2H2;2-11H,1H2",1
19036787,CID 19036787,"2-[2-(3-butyldioxiran-3-yl)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",CCCCC1(OO1)C2(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,"InChI=1S/C16H28O12/c1-2-3-4-15(27-28-15)16(13(23)10(20)8(6-18)25-16)26-14-12(22)11(21)9(19)7(5-17)24-14/h7-14,17-23H,2-6H2,1H3",1
19040011,CID 19040011,"2-[4-hydroxy-5-(hydroxymethyl)-3-methoxy-2-(methoxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",COCC1(C(C(C(O1)CO)O)OC)OC2C(C(C(C(O2)CO)O)O)O,"InChI=1S/C14H26O11/c1-21-5-14(12(22-2)9(18)7(4-16)24-14)25-13-11(20)10(19)8(17)6(3-15)23-13/h6-13,15-20H,3-5H2,1-2H3",1
19044921,CID 19044921,,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O.[Na+].[Na+],"InChI=1S/C38H60O18.2Na/c1-16-11-37-9-5-20-35(2,7-4-8-36(20,3)34(50)55-32-29(49)26(46)23(43)18(13-40)52-32)21(37)6-10-38(16,15-37)56-33-30(27(47)24(44)19(14-41)53-33)54-31-28(48)25(45)22(42)17(12-39)51-31;;/h17-33,39-49H,1,4-15H2,2-3H3;;/q;2*+1",1
19044923,CID 19044923,,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O.[Ca+2],"InChI=1S/C38H60O18.Ca/c1-16-11-37-9-5-20-35(2,7-4-8-36(20,3)34(50)55-32-29(49)26(46)23(43)18(13-40)52-32)21(37)6-10-38(16,15-37)56-33-30(27(47)24(44)19(14-41)53-33)54-31-28(48)25(45)22(42)17(12-39)51-31;/h17-33,39-49H,1,4-15H2,2-3H3;/q;+2",1
19044924,CID 19044924,,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O.[Na+],"InChI=1S/C38H60O18.Na/c1-16-11-37-9-5-20-35(2,7-4-8-36(20,3)34(50)55-32-29(49)26(46)23(43)18(13-40)52-32)21(37)6-10-38(16,15-37)56-33-30(27(47)24(44)19(14-41)53-33)54-31-28(48)25(45)22(42)17(12-39)51-31;/h17-33,39-49H,1,4-15H2,2-3H3;/q;+1",1
19044925,CID 19044925,"4,5-dihydroxy-6-(hydroxymethyl)-3-trimethylsilyloxyoxan-2-olate",C[Si](C)(C)OC1C(C(C(OC1[O-])CO)O)O,"InChI=1S/C9H19O6Si/c1-16(2,3)15-8-7(12)6(11)5(4-10)14-9(8)13/h5-12H,4H2,1-3H3/q-1",1
19044926,CID 19044926,"6-(hydroxymethyl)-3-trimethylsilyloxyoxane-2,4,5-triol",C[Si](C)(C)OC1C(C(C(OC1O)CO)O)O,"InChI=1S/C9H20O6Si/c1-16(2,3)15-8-7(12)6(11)5(4-10)14-9(8)13/h5-13H,4H2,1-3H3",1
19045046,CID 19045046,6-amino-2-[[2-[[6-amino-2-[[2-[(2-amino-3-carboxypropanoyl)amino]-3-phenylpropanoyl]amino]hexanoyl]amino]-3-methylpentanoyl]amino]hexanoic acid,CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C31H51N7O8/c1-3-19(2)26(30(44)36-23(31(45)46)14-8-10-16-33)38-28(42)22(13-7-9-15-32)35-29(43)24(17-20-11-5-4-6-12-20)37-27(41)21(34)18-25(39)40/h4-6,11-12,19,21-24,26H,3,7-10,13-18,32-34H2,1-2H3,(H,35,43)(H,36,44)(H,37,41)(H,38,42)(H,39,40)(H,45,46)",1
19045976,CID 19045976,"3-aminooxy-2,4,5,6-tetrahydroxyhexanal",C(C(C(C(C(C=O)O)ON)O)O)O,"InChI=1S/C6H13NO6/c7-13-6(4(11)2-9)5(12)3(10)1-8/h2-6,8,10-12H,1,7H2",1
19048436,CID 19048436,"1,1-dioxo-1,2-benzothiazol-3-one;phosphate",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[O-]P(=O)([O-])[O-],"InChI=1S/C7H5NO3S.H3O4P/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;1-5(2,3)4/h1-4H,(H,8,9);(H3,1,2,3,4)/p-3",1
19050538,CID 19050538,"magnesium;2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.[Mg+2],"InChI=1S/C12H22O11.Mg/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17;/h3-20H,1-2H2;/q;+2",1
19050617,CID 19050617,"ethanol;2,3,4,5,6-pentahydroxyhexanal;1,3,4,5,6-pentahydroxyhexan-2-one",CCO.CCO.C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O,"InChI=1S/2C6H12O6.2C2H6O/c2*7-1-3(9)5(11)6(12)4(10)2-8;2*1-2-3/h3,5-9,11-12H,1-2H2;1,3-6,8-12H,2H2;2*3H,2H2,1H3",1
19066599,CID 19066599,"6-[3,4-dimethoxy-2,5-bis(methoxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-5-methoxyoxane-3,4-diol",COCC1C(C(C(O1)(COC)OC2C(C(C(C(O2)CO)O)O)OC)OC)OC,"InChI=1S/C17H32O11/c1-21-7-10-13(23-3)15(25-5)17(27-10,8-22-2)28-16-14(24-4)12(20)11(19)9(6-18)26-16/h9-16,18-20H,6-8H2,1-5H3",1
19067470,CID 19067470,"2-(hydroxymethyl)-2-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C1C(C(C(C(O1)(CO)OC2C(C(C(OC2O)CO)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-5-7(17)8(18)9(11(20)22-5)23-12(3-14)10(19)6(16)4(15)2-21-12/h4-11,13-20H,1-3H2",1
19068852,CID 19068852,"potassium;1,1-dioxo-1,2-benzothiazol-3-olate",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[K+],"InChI=1S/2C7H5NO3S.K/c2*9-7-5-3-1-2-4-6(5)12(10,11)8-7;/h2*1-4H,(H,8,9);/q;;+1/p-2",1
19068853,CID 19068853,"aluminum;1,1-dioxo-1,2-benzothiazol-3-olate",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Al+3],"InChI=1S/2C7H5NO3S.Al/c2*9-7-5-3-1-2-4-6(5)12(10,11)8-7;/h2*1-4H,(H,8,9);/q;;+3/p-2",1
19068859,CID 19068859,"5-[3,5-dihydroxy-6-(hydroxymethyl)-4-propoxyoxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol",CCCOC1C(C(OC(C1O)OC2C(OC(C(C2O)O)O)CO)CO)O,"InChI=1S/C15H28O11/c1-2-3-23-13-8(18)6(4-16)25-15(11(13)21)26-12-7(5-17)24-14(22)10(20)9(12)19/h6-22H,2-5H2,1H3",1
19068862,CID 19068862,"2-(hydroxymethyl)-6-(1,2,3-trihydroxycyclopentyl)oxyoxane-3,4,5-triol",C1CC(C(C1O)O)(O)OC2C(C(C(C(O2)CO)O)O)O,"InChI=1S/C11H20O9/c12-3-5-6(14)7(15)8(16)10(19-5)20-11(18)2-1-4(13)9(11)17/h4-10,12-18H,1-3H2",1
19073832,SCHEMBL8728937,"1,1-dioxo-1,2-benzothiazol-3-one;dihydrate",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.O.O,"InChI=1S/C7H5NO3S.2H2O/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;;/h1-4H,(H,8,9);2*1H2",1
19074062,SCHEMBL18924113,"2-butan-2-yloxy-6-(hydroxymethyl)oxane-3,4,5-triol",CCC(C)OC1C(C(C(C(O1)CO)O)O)O,"InChI=1S/C10H20O6/c1-3-5(2)15-10-9(14)8(13)7(12)6(4-11)16-10/h5-14H,3-4H2,1-2H3",1
19078994,CID 19078994,"disodium;2-[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol;sulfate",C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.[O-]S(=O)(=O)[O-].[Na+].[Na+],"InChI=1S/C12H22O11.2Na.H2O4S/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12;;;1-5(2,3)4/h4-11,13-20H,1-3H2;;;(H2,1,2,3,4)/q;2*+1;/p-2",1
19082593,CID 19082593,"3-[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-olate",C(C1C(C(C(C(O1)[O-])OC2(C(C(C(O2)CO)O)O)CO)O)O)O,"InChI=1S/C12H21O11/c13-1-4-6(16)8(18)9(11(20)21-4)23-12(3-15)10(19)7(17)5(2-14)22-12/h4-11,13-19H,1-3H2/q-1",1
19082594,CID 19082594,"3-[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-2,4,5-triol",C(C1C(C(C(C(O1)O)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(11(20)21-4)23-12(3-15)10(19)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2",1
19088191,CID 19088191,3-amino-4-[(1-carboxy-2-phenylpropyl)amino]-4-oxobutanoic acid,CC(C1=CC=CC=C1)C(C(=O)O)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-8(9-5-3-2-4-6-9)12(14(20)21)16-13(19)10(15)7-11(17)18/h2-6,8,10,12H,7,15H2,1H3,(H,16,19)(H,17,18)(H,20,21)",1
19088192,CID 19088192,3-amino-4-[(1-methoxy-1-oxo-3-phenylbutan-2-yl)amino]-4-oxobutanoic acid,CC(C1=CC=CC=C1)C(C(=O)OC)NC(=O)C(CC(=O)O)N,"InChI=1S/C15H20N2O5/c1-9(10-6-4-3-5-7-10)13(15(21)22-2)17-14(20)11(16)8-12(18)19/h3-7,9,11,13H,8,16H2,1-2H3,(H,17,20)(H,18,19)",1
19091660,CID 19091660,"2-[4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-methyloxane-3,4,5-triol",CC1C(C(C(C(O1)OC2COC(C(C2O)O)CO)O)O)O,"InChI=1S/C12H22O9/c1-4-7(14)10(17)11(18)12(20-4)21-6-3-19-5(2-13)8(15)9(6)16/h4-18H,2-3H2,1H3",1
19093231,CID 19093231,"5-[3,5-dihydroxy-6-(hydroxymethyl)-4-(3-hydroxypropoxy)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol",C(CO)COC1C(C(OC(C1O)OC2C(OC(C(C2O)O)O)CO)CO)O,"InChI=1S/C15H28O12/c16-2-1-3-24-13-8(19)6(4-17)26-15(11(13)22)27-12-7(5-18)25-14(23)10(21)9(12)20/h6-23H,1-5H2",1
19093234,CID 19093234,"5-[5-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3-hydroxypropoxy)oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol",C(CO)COC1C(C(C(OC1OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)CO)O)O,"InChI=1S/C21H38O17/c22-2-1-3-33-18-11(27)10(26)7(4-23)35-21(18)38-17-9(6-25)36-20(15(31)13(17)29)37-16-8(5-24)34-19(32)14(30)12(16)28/h7-32H,1-6H2",1
19094541,CID 19094541,"azanium;2,3,4,5,6-pentahydroxyhexanal",C(C(C(C(C(C=O)O)O)O)O)O.[NH4+],"InChI=1S/C6H12O6.H3N/c7-1-3(9)5(11)6(12)4(10)2-8;/h1,3-6,8-12H,2H2;1H3/p+1",1
19094548,CID 19094548,"[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl] acetate",CC(=O)OC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O)CO)CO,"InChI=1S/C14H24O12/c1-4(17)23-11-6(3-16)25-14(10(21)8(11)19)26-12-5(2-15)24-13(22)9(20)7(12)18/h5-16,18-22H,2-3H2,1H3",1
19094646,CID 19094646,2-[3-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]-2-oxopiperazin-1-yl]-3-phenylpropanoic acid,CC(C)(C)OC(=O)CC1C(=O)N(CCN1)C(CC2=CC=CC=C2)C(=O)O,"InChI=1S/C19H26N2O5/c1-19(2,3)26-16(22)12-14-17(23)21(10-9-20-14)15(18(24)25)11-13-7-5-4-6-8-13/h4-8,14-15,20H,9-12H2,1-3H3,(H,24,25)",1
19099178,CID 19099178,"6-(hydroxymethyl)-3-nonoxyoxane-2,4,5-triol",CCCCCCCCCOC1C(C(C(OC1O)CO)O)O,"InChI=1S/C15H30O6/c1-2-3-4-5-6-7-8-9-20-14-13(18)12(17)11(10-16)21-15(14)19/h11-19H,2-10H2,1H3",1
19108248,SCHEMBL9503031,"heptane-1,2,4,6,7-pentol",C(C(CC(CO)O)O)C(CO)O,"InChI=1S/C7H16O5/c8-3-6(11)1-5(10)2-7(12)4-9/h5-12H,1-4H2",1
19347759,CID 19347759,"silver;1,1-dioxo-1,2-benzothiazol-3-one",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Ag+],"InChI=1S/C7H5NO3S.Ag/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;/h1-4H,(H,8,9);/q;+1",1
19351576,CID 19351576,"calcium;[4-hydroxy-2,5-bis(hydroxymethyl)-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-3-yl] sulfate;dihydrate",C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)OS(=O)(=O)[O-])CO)O)O)O)O.O.O.[Ca+2],"InChI=1S/C12H22O14S.Ca.2H2O/c13-1-4-6(16)8(18)9(19)11(23-4)25-12(3-15)10(26-27(20,21)22)7(17)5(2-14)24-12;;;/h4-11,13-19H,1-3H2,(H,20,21,22);;2*1H2/q;+2;;/p-1",1
19360005,CID 19360005,"dihydrogen phosphate;1,1-dioxo-1,2-benzothiazol-3-olate",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].OP(=O)(O)[O-],"InChI=1S/C7H5NO3S.H3O4P/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;1-5(2,3)4/h1-4H,(H,8,9);(H3,1,2,3,4)/p-2",1
19360006,CID 19360006,"dicalcium;1,1-dioxo-1,2-benzothiazol-3-olate;phosphate",C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2],"InChI=1S/C7H5NO3S.2Ca.H3O4P/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;;;1-5(2,3)4/h1-4H,(H,8,9);;;(H3,1,2,3,4)/q;2*+2;/p-4",1
